:ID,identifier:String,name:String,:LABEL
Q21139341,Q21139341,Probable inactive glycosyltransferase 25 family member 3,Protein
Q5572591,Q5572591,Glycyl-tRNA synthetase,Protein
Q21101462,Q21101462,Formin 1,Protein
Q21119718,Q21119718,Phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,Protein
Q21145159,Q21145159,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,Protein
Q21132903,Q21132903,Heterogeneous nuclear ribonucleoprotein L like,Protein
Q21145417,Q21145417,Heterogeneous nuclear ribonucleoprotein L-like,Protein
Q21136719,Q21136719,Zinc finger protein 776,Protein
Q27591871,Q27591871,hsa-mir-6809,Protein
Q5514350,Q5514350,Glycoprotein VI platelet,Protein
Q21105012,Q21105012,A-kinase anchoring protein 10,Protein
Q21119548,Q21119548,Putative neuroblastoma breakpoint family member 8,Protein
Q21103094,Q21103094,KTI12 chromatin associated homolog,Protein
Q21110253,Q21110253,Family with sequence similarity 177 member A1,Protein
Q21149693,Q21149693,Protein FAM177A1,Protein
Q21108416,Q21108416,Cyclin N-terminal domain containing 1,Protein
Q21102402,Q21102402,Carbohydrate sulfotransferase 8,Protein
Q21147915,Q21147915,Carbohydrate sulfotransferase 8,Protein
Q21118703,Q21118703,Mediator complex subunit 17,Protein
Q21110198,Q21110198,ESX homeobox 1,Protein
Q21119328,Q21119328,Leucine rich repeat containing 55,Protein
Q4734974,Q4734974,Serpin family A member 3,Protein
Q21148036,Q21148036,Alpha-1-antichymotrypsin,Protein
Q21204338,Q21204338,CMT1A duplicated region transcript 15,Protein
Q21102622,Q21102622,Distal-less homeobox 2,Protein
Q21151257,Q21151257,Distal-less homeobox 2 isoform A,Protein
Q417867,Q417867,Galanin and GMAP prepropeptide,Protein
Q7444436,Q7444436,Secreted frizzled related protein 1,Protein
Q21102502,Q21102502,"MIA family member 3, ER export factor",Protein
Q21146859,Q21146859,Melanoma inhibitory activity protein 3,Protein
Q21118574,Q21118574,"Creatine kinase, mitochondrial 2",Protein
Q21137111,Q21137111,"Creatine kinase, mitochondrial 2 (Sarcomeric), isoform CRA_a",Protein
Q8119370,Q8119370,NAD kinase,Protein
Q21140283,Q21140283,NAD kinase,Protein
Q21109116,Q21109116,Olfactory receptor family 1 subfamily M member 1,Protein
Q27590963,Q27590963,hsa-mir-611,Protein
Q21116608,Q21116608,Apolipoprotein L domain containing 1,Protein
Q21118628,Q21118628,Ig lambda-2 chain C regions,Protein
Q21119729,Q21119729,PLAC8 like 1,Protein
Q21149341,Q21149341,HCG2043275,Protein
Q21105616,Q21105616,CUB domain containing protein 1,Protein
Q21113228,Q21113228,Enoyl-CoA hydratase domain containing 3,Protein
Q21117929,Q21117929,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",Protein
Q27591254,Q27591254,hsa-mir-8071-1,Protein
Q21121672,Q21121672,Microfibrillar associated protein 4,Protein
Q27590960,Q27590960,hsa-mir-6503,Protein
Q21127301,Q21127301,Putative stereocilin-like protein,Protein
Q21110063,Q21110063,Erythrocyte membrane protein band 4.1 like 2,Protein
Q21151165,Q21151165,Band 4.1-like protein 2,Protein
Q21121461,Q21121461,Torsin family 4 member A,Protein
Q21101592,Q21101592,Glucose-fructose oxidoreductase domain containing 2,Protein
Q21135795,Q21135795,Tektin 2,Protein
Q27592448,Q27592448,hsa-mir-378d-2,Protein
Q21121599,Q21121599,"RAB29, member RAS oncogene family",Protein
Q27592494,Q27592494,hsa-mir-6893,Protein
Q21112952,Q21112952,Caspase recruitment domain family member 8,Protein
Q21141323,Q21141323,"Caspase recruitment domain family, member 8, isoform CRA_a",Protein
Q21139821,Q21139821,Caspase recruitment domain-containing protein 8,Protein
Q21173250,Q21173250,Polypeptide N-acetylgalactosaminyltransferase 5,Protein
Q21116080,Q21116080,Synaptopodin 2,Protein
Q21173847,Q21173847,Piezo type mechanosensitive ion channel component 1,Protein
Q21142397,Q21142397,Piezo-type mechanosensitive ion channel component 1,Protein
Q7905828,Q7905828,Nuclear receptor subfamily 2 group F member 6,Protein
Q21151173,Q21151173,Nuclear receptor V-erbA-related,Protein
Q21101042,Q21101042,Homeodomain interacting protein kinase 2,Protein
Q21127389,Q21127389,Tet methylcytosine dioxygenase 1,Protein
Q21100902,Q21100902,G protein-coupled receptor 25,Protein
Q21097573,Q21097573,Autophagy related 2A,Protein
Q21111811,Q21111811,Paternally expressed 10,Protein
Q21149957,Q21149957,Retrotransposon-derived protein PEG10,Protein
Q21096267,Q21096267,Actin like 7B,Protein
Q21100854,Q21100854,"RELB proto-oncogene, NF-kB subunit",Protein
Q21150476,Q21150476,Transcription factor RelB,Protein
Q4051790,Q4051790,Neurotrophic receptor tyrosine kinase 1,Protein
Q21125335,Q21125335,THO complex 3,Protein
Q21139358,Q21139358,THO complex subunit 3,Protein
Q21101991,Q21101991,Rho guanine nucleotide exchange factor 17,Protein
Q21135072,Q21135072,Transmembrane protein 140,Protein
Q21151208,Q21151208,Growth arrest-specific protein 8,Protein
Q21110894,Q21110894,Growth arrest specific 8,Protein
Q21112435,Q21112435,FMR1 autosomal homolog 1,Protein
Q21142453,Q21142453,Fragile X mental retardation syndrome-related protein 1,Protein
Q21141398,Q21141398,Fragile X mental retardation autosomal homolog variant p2K,Protein
Q21123949,Q21123949,Putative uncharacterized protein encoded by LINC00311,Protein
Q21174831,Q21174831,Microtubule associated protein 2,Protein
Q21139496,Q21139496,Microtubule-associated protein 2,Protein
Q21120408,Q21120408,Paired box 7,Protein
Q21115640,Q21115640,Chromodomain helicase DNA binding protein 1,Protein
Q21151083,Q21151083,Chromodomain-helicase-DNA-binding protein 1,Protein
Q21115820,Q21115820,DLG associated protein 5,Protein
Q27591437,Q27591437,hsa-mir-4723,Protein
Q27591836,Q27591836,hsa-mir-5590,Protein
Q21114423,Q21114423,Family with sequence similarity 127 member C,Protein
Q21107962,Q21107962,MAGE family member B10,Protein
Q21141568,Q21141568,Zinc finger protein 267,Protein
Q21174447,Q21174447,Zinc finger protein 267,Protein
Q21130024,Q21130024,Asialoglycoprotein receptor 1,Protein
Q21111368,Q21111368,Synaptotagmin binding cytoplasmic RNA interacting protein,Protein
Q21118114,Q21118114,Putative cyclin-related protein FAM58B,Protein
Q27591923,Q27591923,hsa-mir-4532,Protein
Q21121673,Q21121673,Microfibrillar associated protein 5,Protein
Q21136630,Q21136630,Zinc finger MYND-type containing 12,Protein
Q21135808,Q21135808,Thioredoxin related transmembrane protein 4,Protein
Q21136413,Q21136413,Transmembrane protein 39A,Protein
Q21107576,Q21107576,Putative heat shock protein HSP 90-beta 2,Protein
Q21122044,Q21122044,RUN domain containing 3B,Protein
Q21114412,Q21114412,Fibulin 5,Protein
Q21141087,Q21141087,"Fibulin 5, isoform CRA_a",Protein
Q21119089,Q21119089,MT-RNR2-like 10,Protein
Q21143972,Q21143972,Angiopoietin-1 receptor,Protein
Q21136644,Q21136644,Zinc finger protein 485,Protein
Q21134504,Q21134504,Single-minded family bHLH transcription factor 1,Protein
Q21106433,Q21106433,Glutathione S-transferase omega 2,Protein
Q21123315,Q21123315,Photoreceptor disc component,Protein
Q21145187,Q21145187,Protein TRAJ57,Protein
Q227241,Q227241,Forkhead box P2,Protein
Q21122035,Q21122035,"Forkhead box P2, isoform CRA_a",Protein
Q21141216,Q21141216,Forkhead box P2 variant 3,Protein
Q21150338,Q21150338,Forkhead/winged helix transcription factor,Protein
Q21142761,Q21142761,FOXP2 protein,Protein
Q21136478,Q21136478,ATPase H+ transporting V1 subunit G3,Protein
Q21113006,Q21113006,RAB3A interacting protein like 1,Protein
Q21139620,Q21139620,Guanine nucleotide exchange factor for Rab-3A,Protein
Q21107163,Q21107163,Dual specificity phosphatase 6,Protein
Q7275753,Q7275753,Receptor activity modifying protein 2,Protein
Q21111499,Q21111499,Ubiquitin specific peptidase 47,Protein
Q21113862,Q21113862,"ALG2, alpha-1,3/1,6-mannosyltransferase",Protein
Q21149117,Q21149117,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",Protein
Q21123765,Q21123765,Phospholipase C delta 3,Protein
Q21110492,Q21110492,TBC1 domain family member 32,Protein
Q21122909,Q21122909,Unc-5 netrin receptor C,Protein
Q21109380,Q21109380,"5'-nucleotidase, cytosolic IIIA",Protein
Q1476411,Q1476411,Pappalysin 1,Protein
Q21135060,Q21135060,Vesicle associated membrane protein 5,Protein
Q21245962,Q21245962,5'-3' exoribonuclease 1,Protein
Q21142456,Q21142456,5'-3' exoribonuclease 1,Protein
Q21122818,Q21122818,Scm-like with four mbt domains 2,Protein
Q21149851,Q21149851,POC1 centriolar protein B,Protein
Q21115549,Q21115549,BPI fold containing family B member 3,Protein
Q21123355,Q21123355,Short chain dehydrogenase/reductase family 16C member 5,Protein
Q21125803,Q21125803,Piccolo presynaptic cytomatrix protein,Protein
Q21116855,Q21116855,Sirtuin 3,Protein
Q21171404,Q21171404,Neuromedin U,Protein
Q21110507,Q21110507,B and T lymphocyte associated,Protein
Q21107925,Q21107925,LY6/PLAUR domain containing 6B,Protein
Q21112039,Q21112039,Cancer susceptibility 10,Protein
Q21126794,Q21126794,Poly(A) binding protein interacting protein 1,Protein
Q21148545,Q21148545,Polyadenylate-binding protein-interacting protein 1,Protein
Q21124199,Q21124199,Olfactory receptor family 5 subfamily H member 2,Protein
Q21124231,Q21124231,Olfactory receptor family 5 subfamily P member 3,Protein
Q27591930,Q27591930,hsa-mir-3195,Protein
Q27591221,Q27591221,hsa-mir-654,Protein
Q21111463,Q21111463,RB transcriptional corepressor 1,Protein
Q21150360,Q21150360,"Retinoblastoma 1 (Including osteosarcoma), isoform CRA_a",Protein
Q21109234,Q21109234,Cell division cycle 25B,Protein
Q21173172,Q21173172,Mannosidase beta,Protein
Q21113945,Q21113945,Coiled-coil domain containing 96,Protein
Q27591830,Q27591830,hsa-mir-1302-3,Protein
Q21116481,Q21116481,GABA type A receptor associated protein like 1,Protein
Q21149740,Q21149740,Gamma-aminobutyric acid receptor-associated protein-like 1,Protein
Q21113975,Q21113975,C-C motif chemokine ligand 13,Protein
Q21117906,Q21117906,C-C motif chemokine 13,Protein
Q21171526,Q21171526,Ribosomal protein S3,Protein
Q21111420,Q21111420,Cell division cycle associated 4,Protein
Q21137190,Q21137190,"Cell division cycle associated 4, isoform CRA_a",Protein
Q21119292,Q21119292,Leucine rich glioma inactivated 1,Protein
Q21108503,Q21108503,Paired like homeodomain 2,Protein
Q21109634,Q21109634,Arginine demethylase and lysine hydroxylase,Protein
Q21108527,Q21108527,Dendritic cell associated nuclear protein,Protein
Q21103258,Q21103258,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",Protein
Q21103257,Q21103257,"Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",Protein
Q21103247,Q21103247,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",Protein
Q21131357,Q21131357,M-phase phosphoprotein 8,Protein
Q21143505,Q21143505,M-phase phosphoprotein 8,Protein
Q21127104,Q21127104,RNA polymerase II subunit F,Protein
Q4845302,Q4845302,Fc fragment of IgE receptor II,Protein
Q21132731,Q21132731,Paraneoplastic Ma antigen 1,Protein
Q21110518,Q21110518,Cytochrome b561 family member D1,Protein
Q27592034,Q27592034,hsa-mir-128-2,Protein
Q21115156,Q21115156,"Glycogen phosphorylase, muscle associated",Protein
Q21174629,Q21174629,WW domain binding protein 2,Protein
Q21145072,Q21145072,WW domain-binding protein 2,Protein
Q21131510,Q21131510,GPN-loop GTPase 2,Protein
Q21135171,Q21135171,Zinc finger protein 451,Protein
Q21149835,Q21149835,E3 SUMO-protein ligase ZNF451,Protein
Q21109435,Q21109435,Ankyrin and armadillo repeat containing,Protein
Q21132637,Q21132637,Mitogen-activated protein kinase kinase kinase 4,Protein
Q21136179,Q21136179,Serine and arginine rich splicing factor 8,Protein
Q21124052,Q21124052,N-acetylated alpha-linked acidic dipeptidase 2,Protein
Q21116258,Q21116258,Chromosome 1 open reading frame 94,Protein
Q21132364,Q21132364,Aldo-keto reductase family 1 member B10,Protein
Q905442,Q905442,Glial fibrillary acidic protein,Protein
Q21117802,Q21117802,Glial fibrillary acidic protein,Protein
Q21103440,Q21103440,Adenylate kinase 2,Protein
Q21125029,Q21125029,Putative uncharacterized protein encoded by RBM12B-AS1,Protein
Q21122740,Q21122740,Adenosylhomocysteinase like 2,Protein
Q21124252,Q21124252,Solute carrier family 25 member 2,Protein
Q21109171,Q21109171,"MDM4, p53 regulator",Protein
Q21145991,Q21145991,Protein Mdm4,Protein
Q21114626,Q21114626,Glia maturation factor beta,Protein
Q21140176,Q21140176,Glia maturation factor beta,Protein
Q21134615,Q21134615,Transmembrane protein 89,Protein
Q21125082,Q21125082,Ribosomal protein L7 like 1,Protein
Q21137119,Q21137119,"Ribosomal protein L7-like 1, isoform CRA_b",Protein
Q21114130,Q21114130,"POP5 homolog, ribonuclease P/MRP subunit",Protein
Q21111124,Q21111124,Vav guanine nucleotide exchange factor 2,Protein
Q21108442,Q21108442,Chromosome 19 open reading frame 67,Protein
Q21144352,Q21144352,UPF0575 protein C19orf67,Protein
Q21136788,Q21136788,Zinc finger CCCH-type containing 12C,Protein
Q21134185,Q21134185,PRAME family member 1,Protein
Q21118117,Q21118117,Family with sequence similarity 47 member C,Protein
Q21134569,Q21134569,Serine and arginine rich splicing factor 10,Protein
Q21140643,Q21140643,Serine/arginine-rich-splicing factor 10,Protein
Q22676906,Q22676906,Cholesterol 25-hydroxylase,Protein
Q21119002,Q21119002,SEC14 and spectrin domain containing 1,Protein
Q21107957,Q21107957,MAGE family member E2,Protein
Q21105646,Q21105646,Coactosin like F-actin binding protein 1,Protein
Q21173815,Q21173815,Olfactory receptor family 2 subfamily T member 3,Protein
Q21115899,Q21115899,Oxysterol binding protein,Protein
Q21113646,Q21113646,Mex-3 RNA binding family member C,Protein
Q21122750,Q21122750,SH3 domain binding kinase family member 3,Protein
Q7187891,Q7187891,Nuclear receptor subfamily 2 group E member 3,Protein
Q30530,Q30530,Histidine ammonia-lyase,Protein
Q21111187,Q21111187,ADAM like decysin 1,Protein
Q21142368,Q21142368,Megakaryocyte and platelet inhibitory receptor G6b,Protein
Q21149326,Q21149326,"Chromosome 6 open reading frame 25, isoform CRA_h",Protein
Q21120719,Q21120719,Keratin associated protein 19-3,Protein
Q21121666,Q21121666,Matrin 3,Protein
Q21139206,Q21139206,Matrin-3,Protein
Q21133494,Q21133494,"Protocadherin gamma subfamily B, 6",Protein
Q21108649,Q21108649,Geminin coiled-coil domain containing,Protein
Q21116399,Q21116399,Chromosome 1 open reading frame 216,Protein
Q21133047,Q21133047,PHD finger protein 14,Protein
Q21174621,Q21174621,WD repeat domain 1,Protein
Q4223101,Q4223101,Clusterin,Protein
Q21117748,Q21117748,Clusterin,Protein
Q21116126,Q21116126,Flotillin 1,Protein
Q21117611,Q21117611,Flotillin-1,Protein
Q21120720,Q21120720,Reticulon 4 receptor like 1,Protein
Q21120699,Q21120699,Keratin associated protein 25-1,Protein
Q764481,Q764481,Nuclear RNA export factor 1,Protein
Q21102451,Q21102451,Putative uncharacterized protein C15orf54,Protein
Q21097532,Q21097532,ATPase 13A4,Protein
Q21135865,Q21135865,Ubiquitin specific peptidase 17-like family member 4,Protein
Q21133097,Q21133097,Transcription factor AP-4,Protein
Q21141826,Q21141826,Transcription factor AP-4,Protein
Q21108564,Q21108564,Eukaryotic translation initiation factor 2B subunit gamma,Protein
Q21102091,Q21102091,Acid sensing ion channel subunit family member 4,Protein
Q27591623,Q27591623,hsa-mir-4745,Protein
Q21112485,Q21112485,Adrenomedullin 5 (putative),Protein
Q21097377,Q21097377,SLIT-ROBO Rho GTPase activating protein 3,Protein
Q21097455,Q21097455,Transducin beta like 1 X-linked receptor 1,Protein
Q21145246,Q21145246,F-box-like/WD repeat-containing protein TBL1XR1,Protein
Q7250941,Q7250941,Prostaglandin D2 synthase,Protein
Q21150875,Q21150875,Prostaglandin-H2 D-isomerase,Protein
Q21124156,Q21124156,Olfactory receptor family 6 subfamily C member 4,Protein
Q21130768,Q21130768,Scaffold attachment factor B2,Protein
Q21110984,Q21110984,Histone cluster 2 H2A family member c,Protein
Q7119591,Q7119591,"Plasminogen activator, urokinase",Protein
Q21150508,Q21150508,Urokinase-type plasminogen activator,Protein
Q21105380,Q21105380,DET1 and DDB1 associated 1,Protein
Q21149624,Q21149624,"DDA1, isoform CRA_a",Protein
Q21134364,Q21134364,Olfactory receptor family 5 subfamily A member 1,Protein
Q1998562,Q1998562,Zeta chain of T-cell receptor associated protein kinase 70,Protein
Q21133289,Q21133289,Methyltransferase like 23,Protein
Q27591159,Q27591159,hsa-mir-8073,Protein
Q411507,Q411507,"Cytochrome P450, family 21, subfamily A, polypeptide 2",Protein
Q21110736,Q21110736,Cytochrome P450 family 21 subfamily A member 2,Protein
Q21120011,Q21120011,Mesenchyme homeobox 2,Protein
Q21119437,Q21119437,Methyltransferase like 2A,Protein
Q21114419,Q21114419,Family with sequence similarity 107 member A,Protein
Q21138587,Q21138587,Protein FAM107A,Protein
Q21151075,Q21151075,"Family with sequence similarity 107, member A, isoform CRA_c",Protein
Q21173609,Q21173609,Synaptic vesicle glycoprotein 2B,Protein
Q21133207,Q21133207,Microseminoprotein beta,Protein
Q22676640,Q22676640,Translocase of outer mitochondrial membrane 70,Protein
Q21110586,Q21110586,Chromosome 2 open reading frame 73,Protein
Q21148177,Q21148177,C2orf73 protein,Protein
Q22678749,Q22678749,Mannosidase endo-alpha,Protein
Q21136785,Q21136785,Zinc finger CCCH-type containing 8,Protein
Q21103375,Q21103375,Interleukin 12 receptor subunit beta 1,Protein
Q21135101,Q21135101,"Topoisomerase (DNA) I, mitochondrial",Protein
Q22677631,Q22677631,Beta-ureidopropionase 1,Protein
Q21097583,Q21097583,WD repeat and FYVE domain containing 3,Protein
Q21145354,Q21145354,WD repeat and FYVE domain-containing protein 3,Protein
Q21119340,Q21119340,Leucine-rich repeat-containing protein 51,Protein
Q21135100,Q21135100,Transmembrane O-methyltransferase,Protein
Q21121892,Q21121892,Phospholipase A2 group XIIA,Protein
Q21141309,Q21141309,"Phospholipase A2, group XIIA, isoform CRA_b",Protein
Q21132781,Q21132781,Corneodesmosin,Protein
Q5514413,Q5514413,Growth factor receptor bound protein 7,Protein
Q21119358,Q21119358,LETM1 domain containing 1,Protein
Q21143703,Q21143703,Plastin-3,Protein
Q21124930,Q21124930,Plastin 3,Protein
Q21106031,Q21106031,Putative uncharacterized protein encoded by LINC00869,Protein
Q21114924,Q21114924,Meiotic double-stranded break formation protein 4,Protein
Q21110575,Q21110575,Chromosome 2 open reading frame 80,Protein
Q21111428,Q21111428,Secretion regulating guanine nucleotide exchange factor,Protein
Q21133283,Q21133283,Multivesicular body subunit 12A,Protein
Q21102161,Q21102161,Chromosome 3 open reading frame 80,Protein
Q21142507,Q21142507,Zinc finger protein 585B,Protein
Q21174263,Q21174263,Zinc finger protein 585B,Protein
Q27592570,Q27592570,hsa-mir-3689b,Protein
Q21116722,Q21116722,Armadillo repeat containing 8,Protein
Q21151733,Q21151733,Armadillo repeat-containing protein 8,Protein
Q21112480,Q21112480,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",Protein
Q21135676,Q21135676,Spermatogenesis associated 20,Protein
Q21123539,Q21123539,UDP glucuronosyltransferase family 2 member B11,Protein
Q21107261,Q21107261,Ectodermal-neural cortex 1,Protein
Q21127137,Q21127137,"SEC24 homolog B, COPII coat complex component",Protein
Q21110457,Q21110457,Tripartite motif containing 69,Protein
Q21108232,Q21108232,PDZ domain containing 3,Protein
Q21126412,Q21126412,SPARC related modular calcium binding 2,Protein
Q21116034,Q21116034,Mitochondrial translational initiation factor 3,Protein
Q21118663,Q21118663,LY6/PLAUR domain containing 3,Protein
Q21122904,Q21122904,Tetraspanin 10,Protein
Q21136742,Q21136742,Zinc finger protein 623,Protein
Q21135668,Q21135668,Speedy/RINGO cell cycle regulator family member E1,Protein
Q21127410,Q21127410,Transmembrane and coiled-coil domain-containing protein 5B,Protein
Q27592538,Q27592538,hsa-mir-6854,Protein
Q21120940,Q21120940,Nedd4 family interacting protein 1,Protein
Q21108595,Q21108595,Forkhead box D4,Protein
Q21151803,Q21151803,ETS homologous factor,Protein
Q21131364,Q21131364,ETS homologous factor,Protein
Q21108446,Q21108446,Chromosome 19 open reading frame 54,Protein
Q21135692,Q21135692,Single stranded DNA binding protein 2,Protein
Q22680365,Q22680365,LDL receptor related protein 12,Protein
Q21120788,Q21120788,Lipoyltransferase 1,Protein
Q21122146,Q21122146,Putative protein FAM10A4,Protein
Q21130878,Q21130878,Carboxypeptidase A4,Protein
Q21106037,Q21106037,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",Protein
Q21101495,Q21101495,FOXL2 neighbor,Protein
Q21112325,Q21112325,RNA polymerase I subunit A,Protein
Q21133256,Q21133256,Transmembrane protein 14C,Protein
Q21106584,Q21106584,FK506 binding protein 1B,Protein
Q21119781,Q21119781,HRAS like suppressor family member 5,Protein
Q21123847,Q21123847,RAN binding protein 3 like,Protein
Q21140811,Q21140811,Ran-binding protein 3-like,Protein
Q21105181,Q21105181,Ankyrin repeat domain 54,Protein
Q21117734,Q21117734,Ankyrin repeat domain-containing protein 54,Protein
Q21114141,Q21114141,Nucleolar and spindle associated protein 1,Protein
Q21146837,Q21146837,Nucleolar and spindle-associated protein 1,Protein
Q21172288,Q21172288,MAF bZIP transcription factor,Protein
Q27591852,Q27591852,hsa-mir-1258,Protein
Q21104677,Q21104677,CD200 molecule,Protein
Q21134899,Q21134899,POU class 6 homeobox 1,Protein
Q21109230,Q21109230,TNF alpha induced protein 3,Protein
Q21123817,Q21123817,Regulatory factor X7,Protein
Q21109813,Q21109813,Chronic lymphocytic leukemia up-regulated 1,Protein
Q21104742,Q21104742,Phospholipase C gamma 1,Protein
Q21145174,Q21145174,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",Protein
Q21115769,Q21115769,DENN domain containing 2D,Protein
Q27591819,Q27591819,hsa-mir-4436a,Protein
Q21101384,Q21101384,F-box and leucine rich repeat protein 2,Protein
Q21110594,Q21110594,Chromosome 2 open reading frame 48,Protein
Q27590844,Q27590844,hsa-mir-548f-1,Protein
Q21112204,Q21112204,Dehydrogenase/reductase 12,Protein
Q21097423,Q21097423,ADP ribosylation factor like GTPase 3,Protein
Q21110929,Q21110929,G protein-coupled receptor 78,Protein
Q3124896,Q3124896,"Major histocompatibility complex, class I, G",Protein
Q27591346,Q27591346,hsa-mir-3178,Protein
Q27592046,Q27592046,hsa-mir-4793,Protein
Q21116083,Q21116083,KIAA1462,Protein
Q21137429,Q21137429,Peroxisome proliferator-activated receptor gamma,Protein
Q21117711,Q21117711,"Neuroblastoma 1, DAN family BMP antagonist",Protein
Q21136699,Q21136699,Zinc finger protein 891,Protein
Q21118113,Q21118113,Putative protein FAM47D,Protein
Q21108866,Q21108866,Signal transducing adaptor molecule,Protein
Q21114749,Q21114749,Immunoglobulin superfamily containing leucine rich repeat,Protein
Q21139095,Q21139095,Immunoglobulin superfamily-containing leucine-rich repeat protein,Protein
Q27592161,Q27592161,hsa-mir-302c,Protein
Q21115717,Q21115717,CREB regulated transcription coactivator 1,Protein
Q21114224,Q21114224,CCCTC-binding factor like,Protein
Q21121654,Q21121654,MAP7 domain containing 2,Protein
Q28110424,Q28110424,Mediator of cell motility 1,Protein
Q27591413,Q27591413,hsa-mir-132,Protein
Q21113233,Q21113233,EF-hand calcium binding domain 9,Protein
Q21123631,Q21123631,Siah E3 ubiquitin protein ligase 2,Protein
Q21154612,Q21154612,Fructose-bisphosphatase 1,Protein
Q21116049,Q21116049,IGF like family member 1,Protein
Q21135875,Q21135875,Putative ubiquitin carboxyl-terminal hydrolase 17-like protein 23,Protein
Q21122060,Q21122060,Semaphorin 3B,Protein
Q21135906,Q21135906,Diphosphoinositol pentakisphosphate kinase 1,Protein
Q21148843,Q21148843,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,Protein
Q21146160,Q21146160,Mitochondrial transcription termination factor 1,Protein
Q21134063,Q21134063,Serine/threonine kinase receptor associated protein,Protein
Q21147414,Q21147414,Serine-threonine kinase receptor-associated protein,Protein
Q21135841,Q21135841,Alpha tocopherol transfer protein like,Protein
Q21115273,Q21115273,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",Protein
Q21173753,Q21173753,Natural cytotoxicity triggering receptor 2,Protein
Q21117080,Q21117080,Coiled-coil serine rich protein 2,Protein
Q21123406,Q21123406,Rap guanine nucleotide exchange factor like 1,Protein
Q21150949,Q21150949,Rap guanine nucleotide exchange factor-like 1,Protein
Q21151082,Q21151082,Fibrinogen alpha chain,Protein
Q21110601,Q21110601,Chromosome 11 open reading frame 86,Protein
Q21119953,Q21119953,Lysozyme g1,Protein
Q10814518,Q10814518,Deoxyribonuclease 1,Protein
Q21120315,Q21120315,Olfactory receptor family 2 subfamily T member 8,Protein
Q21114043,Q21114043,Cyclin dependent kinase 2 associated protein 2,Protein
Q21108139,Q21108139,"URI1, prefoldin like chaperone",Protein
Q21149540,Q21149540,Unconventional prefoldin RPB5 interactor 1,Protein
Q21118893,Q21118893,"Nuclear protein 1, transcriptional regulator",Protein
Q2004050,Q2004050,Potassium voltage-gated channel subfamily J member 2,Protein
Q21115298,Q21115298,B-cell CLL/lymphoma 9,Protein
Q21101847,Q21101847,C2 calcium dependent domain containing 6,Protein
Q21107077,Q21107077,Chromosome X open reading frame 67,Protein
Q21151743,Q21151743,Glycine receptor subunit alpha-2,Protein
Q21133578,Q21133578,SPATA31 subfamily D member 1,Protein
Q21101486,Q21101486,Forkhead box G1,Protein
Q27592552,Q27592552,hsa-mir-181a-2,Protein
Q21113759,Q21113759,"Adenosine deaminase, tRNA specific 1",Protein
Q21143331,Q21143331,tRNA-specific adenosine deaminase 1,Protein
Q21132214,Q21132214,ER membrane protein complex subunit 2,Protein
Q21142394,Q21142394,ER membrane protein complex subunit 2,Protein
Q21102275,Q21102275,Coiled-coil domain containing 134,Protein
Q21119334,Q21119334,Leucine rich repeat containing 52,Protein
Q21135544,Q21135544,SH3 domain containing 19,Protein
Q21110189,Q21110189,Epidermal growth factor receptor pathway substrate 15 like 1,Protein
Q21138782,Q21138782,"Epidermal growth factor receptor pathway substrate 15-like 1, isoform CRA_a",Protein
Q21174953,Q21174953,Transmembrane protein 17,Protein
Q2045854,Q2045854,Aquaporin 2,Protein
Q21109055,Q21109055,NADH:ubiquinone oxidoreductase core subunit S1,Protein
Q21133239,Q21133239,Heterogeneous nuclear ribonucleoprotein A/B,Protein
Q21110272,Q21110272,Family with sequence similarity 206 member A,Protein
Q21108769,Q21108769,Inhibin beta E subunit,Protein
Q27592674,Q27592674,hsa-mir-513c,Protein
Q27591047,Q27591047,hsa-mir-141,Protein
Q21105873,Q21105873,Eukaryotic elongation factor 2 lysine methyltransferase,Protein
Q21134229,Q21134229,Serine incorporator 2,Protein
Q21113398,Q21113398,Sorting nexin 7,Protein
Q21116920,Q21116920,C1q and tumor necrosis factor related protein 3,Protein
Q21110625,Q21110625,Chromosome 10 open reading frame 120,Protein
Q27591743,Q27591743,hsa-mir-517b,Protein
Q21110590,Q21110590,Matrix AAA peptidase interacting protein 1,Protein
Q21122652,Q21122652,Queuine tRNA-ribosyltransferase accessory subunit 2,Protein
Q22680246,Q22680246,Solute carrier family 26 member 9,Protein
Q27590827,Q27590827,hsa-mir-1254-2,Protein
Q21171805,Q21171805,NLR family pyrin domain containing 1,Protein
Q21136850,Q21136850,Zinc finger protein 318,Protein
Q27592105,Q27592105,hsa-mir-4789,Protein
Q21115355,Q21115355,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G2",Protein
