:START_ID,:END_ID,:TYPE
Q18045083,Q21103396,encodes_GeP
Q18041117,Q21123549,encodes_GeP
Q18041117,Q21149157,encodes_GeP
Q18049423,Q21118015,encodes_GeP
Q18046730,Q21127010,encodes_GeP
Q17861978,Q21111173,encodes_GeP
Q18038171,Q21112477,encodes_GeP
Q18046209,Q18556697,genetic-association_GgaD
Q18046209,Q21143371,encodes_GeP
Q18034015,Q21131431,encodes_GeP
Q18049960,Q21101295,encodes_GeP
Q18039733,Q21207645,encodes_GeP
Q18047739,Q21116826,encodes_GeP
Q18037823,Q21113923,encodes_GeP
Q18041276,Q21121539,encodes_GeP
Q18041276,Q21138866,encodes_GeP
Q17816589,Q21113877,encodes_GeP
Q18031493,Q21137691,encodes_GeP
Q18051488,Q21118363,encodes_GeP
Q18032865,Q22676641,encodes_GeP
Q18056991,Q21120598,encodes_GeP
Q18032527,Q21174288,encodes_GeP
Q18075046,Q27590956,encodes_GeP
Q18052523,Q21150939,encodes_GeP
Q18052523,Q22677452,encodes_GeP
Q18042367,Q21111671,encodes_GeP
Q14907547,Q5009623,encodes_GeP
Q18039682,Q21106186,encodes_GeP
Q18039682,Q21141008,encodes_GeP
Q18039682,Q21144401,encodes_GeP
Q18059687,Q21102221,encodes_GeP
Q18031031,Q21126078,encodes_GeP
Q18049793,Q21120313,encodes_GeP
Q18046317,Q21109818,encodes_GeP
Q18046317,Q21151787,encodes_GeP
Q18034627,Q1477,genetic-association_GgaD
Q18034627,Q12174,genetic-association_GgaD
Q18034627,Q21143107,encodes_GeP
Q18034627,Q21173427,encodes_GeP
Q18034627,Q12202,genetic-association_GgaD
Q18059576,Q21120783,encodes_GeP
Q17911652,Q21109986,encodes_GeP
Q18040400,Q21173860,encodes_GeP
Q18034619,Q21201206,encodes_GeP
Q17831995,Q21106466,encodes_GeP
Q17816767,Q21097140,encodes_GeP
Q17816767,Q21149493,encodes_GeP
Q17816767,Q21151911,encodes_GeP
Q18048696,Q21126172,encodes_GeP
Q18047055,Q21117902,encodes_GeP
Q18033808,Q21112216,encodes_GeP
Q14903592,Q4941561,encodes_GeP
Q18050757,Q21110014,encodes_GeP
Q18052223,Q21131494,encodes_GeP
Q18043182,Q21122957,encodes_GeP
Q18043182,Q21138840,encodes_GeP
Q18032708,Q1142947,encodes_GeP
Q18032381,Q21134349,encodes_GeP
Q18051802,Q21115590,encodes_GeP
Q18051802,Q21151993,encodes_GeP
Q20770797,Q27591788,encodes_GeP
Q20770797,Q27591780,encodes_GeP
Q20770797,Q27591795,encodes_GeP
Q20770797,Q27591806,encodes_GeP
Q20770797,Q27591799,encodes_GeP
Q20770797,Q27591792,encodes_GeP
Q20770797,Q27591820,encodes_GeP
Q20770797,Q27591828,encodes_GeP
Q20770797,Q27591807,encodes_GeP
Q20770797,Q27592502,encodes_GeP
Q20770797,Q27592505,encodes_GeP
Q20770797,Q27592497,encodes_GeP
Q20770797,Q27592516,encodes_GeP
Q20770797,Q27592522,encodes_GeP
Q20770797,Q27592525,encodes_GeP
Q20770797,Q27592507,encodes_GeP
Q20770797,Q27592530,encodes_GeP
Q20770797,Q27592527,encodes_GeP
Q20770797,Q27592528,encodes_GeP
Q20770797,Q27592534,encodes_GeP
Q20770797,Q27592536,encodes_GeP
Q20770797,Q27592535,encodes_GeP
Q18037443,Q21117287,encodes_GeP
Q18069339,Q27591129,encodes_GeP
Q14911652,Q5014895,encodes_GeP
Q18027992,Q21173368,encodes_GeP
Q18056439,Q21119216,encodes_GeP
Q18055743,Q21121630,encodes_GeP
Q14877161,Q309513,encodes_GeP
Q14877161,Q21117723,encodes_GeP
Q18039763,Q21137153,encodes_GeP
Q18039763,Q21150430,encodes_GeP
Q18039763,Q21417804,encodes_GeP
Q18048899,Q21110553,encodes_GeP
Q18048118,Q21133273,encodes_GeP
Q18049625,Q21150641,encodes_GeP
Q18049625,Q21110265,encodes_GeP
Q18050743,Q21109125,encodes_GeP
Q20768711,Q27592432,encodes_GeP
Q14912888,Q14912882,encodes_GeP
Q18069438,Q27591645,encodes_GeP
Q18068494,Q27592014,encodes_GeP
Q18031348,Q21115901,encodes_GeP
Q18031541,Q21121376,encodes_GeP
Q18031541,Q21140473,encodes_GeP
Q18041529,Q21136415,encodes_GeP
Q18041529,Q21138829,encodes_GeP
Q20970089,Q4037752,encodes_GeP
Q18032009,Q21136264,encodes_GeP
Q14914141,Q6981561,encodes_GeP
Q18046769,Q21207614,encodes_GeP
Q8041712,Q21120730,encodes_GeP
Q18032884,Q21109130,encodes_GeP
Q18056847,Q21124183,encodes_GeP
Q18034305,Q21103387,encodes_GeP
Q17916834,Q21105880,encodes_GeP
Q18051721,Q21131545,encodes_GeP
Q18052236,Q21117190,encodes_GeP
Q18056076,Q21123343,encodes_GeP
Q18059039,Q21105746,encodes_GeP
Q18045879,Q21122017,encodes_GeP
Q18030788,Q21154261,encodes_GeP
Q18025514,Q21113300,encodes_GeP
Q18025514,Q21143122,encodes_GeP
Q14912165,Q4797457,encodes_GeP
Q14912165,Q21137240,encodes_GeP
Q18030256,Q21154903,encodes_GeP
Q18039712,Q21171368,encodes_GeP
Q18039712,Q21138942,encodes_GeP
Q18053436,Q21113961,encodes_GeP
Q17832622,Q21116796,encodes_GeP
Q18040611,Q21174242,encodes_GeP
Q18036450,Q21171689,encodes_GeP
Q18061761,Q21106034,encodes_GeP
Q18061761,Q21203958,encodes_GeP
Q18061761,Q21130631,encodes_GeP
Q15326621,Q5014192,encodes_GeP
Q20969922,Q23303959,encodes_GeP
Q20969922,Q22679758,encodes_GeP
Q18030709,Q21140245,encodes_GeP
Q18030709,Q21174840,encodes_GeP
Q18037848,Q21113201,encodes_GeP
Q18037848,Q21150257,encodes_GeP
Q18047246,Q21150559,encodes_GeP
Q18047246,Q22677827,encodes_GeP
Q18056445,Q21122865,encodes_GeP
Q18080747,Q27591278,encodes_GeP
Q18030791,Q378681,genetic-association_GgaD
Q18030791,Q21119930,encodes_GeP
Q18030791,Q21139471,encodes_GeP
Q20771058,Q27591639,encodes_GeP
Q18047406,Q21125587,encodes_GeP
Q18042198,Q21132762,encodes_GeP
Q18042198,Q21149752,encodes_GeP
Q18042198,Q21149360,encodes_GeP
Q18035105,Q21102370,encodes_GeP
Q18025766,Q21110410,encodes_GeP
Q18025766,Q21150833,encodes_GeP
Q18040118,Q21116996,encodes_GeP
Q18048913,Q21107599,encodes_GeP
Q18065600,Q21130586,encodes_GeP
Q18047136,Q21127177,encodes_GeP
Q18047136,Q21145948,encodes_GeP
Q18032442,Q21137619,encodes_GeP
Q18032442,Q21174417,encodes_GeP
Q18049649,Q21121779,encodes_GeP
Q18046736,Q21134487,encodes_GeP
Q18037855,Q21124696,encodes_GeP
Q20771431,Q21109740,encodes_GeP
Q14905165,Q5014947,encodes_GeP
Q18041340,Q21113209,encodes_GeP
Q18041340,Q21137036,encodes_GeP
Q18041340,Q21144836,encodes_GeP
Q18047555,Q21123300,encodes_GeP
Q18060984,Q27591433,encodes_GeP
Q18044522,Q21130966,encodes_GeP
Q14914383,Q4654263,encodes_GeP
Q18030176,Q21110618,encodes_GeP
Q18030176,Q21150629,encodes_GeP
Q18046728,Q21101033,encodes_GeP
Q18046728,Q21139103,encodes_GeP
Q18048568,Q21112121,encodes_GeP
Q18045872,Q21117800,encodes_GeP
Q18058167,Q27592540,encodes_GeP
Q17833087,Q21115336,encodes_GeP
Q17833087,Q21149880,encodes_GeP
Q17815615,Q21116554,encodes_GeP
Q17815615,Q21151235,encodes_GeP
Q18046252,Q21484048,encodes_GeP
Q18041742,Q21113954,encodes_GeP
Q18041742,Q21139246,encodes_GeP
Q18041742,Q21147792,encodes_GeP
Q18045185,Q21107927,encodes_GeP
Q18037018,Q21122056,encodes_GeP
Q18037018,Q21139469,encodes_GeP
Q18055760,Q21135076,encodes_GeP
Q18251054,Q830308,genetic-association_GgaD
Q18251054,Q4256414,encodes_GeP
Q18033522,Q21112561,encodes_GeP
Q18033522,Q21139519,encodes_GeP
Q18059275,Q21119552,encodes_GeP
Q18055405,Q21118460,encodes_GeP
Q18042957,Q1472,genetic-association_GgaD
Q18042957,Q8277,genetic-association_GgaD
Q18042957,Q11088,genetic-association_GgaD
Q18042957,Q128581,genetic-association_GgaD
Q18042957,Q179945,genetic-association_GgaD
Q18042957,Q180152,genetic-association_GgaD
Q18042957,Q917447,genetic-association_GgaD
Q18042957,Q3025883,genetic-association_GgaD
Q18042957,Q21136633,encodes_GeP
Q18037732,Q21122975,encodes_GeP
Q18047384,Q21122206,encodes_GeP
Q14864082,Q588367,encodes_GeP
Q15322678,Q7671460,encodes_GeP
Q18030677,Q7169506,encodes_GeP
Q18030677,Q21141000,encodes_GeP
Q18059150,Q21116196,encodes_GeP
Q18052420,Q21118816,encodes_GeP
Q18063171,Q21130747,encodes_GeP
Q18042170,Q21115636,encodes_GeP
Q18042170,Q21139985,encodes_GeP
Q18046987,Q21124207,encodes_GeP
Q18051131,Q21108396,encodes_GeP
Q18048479,Q21133190,encodes_GeP
Q18048479,Q21141880,encodes_GeP
Q18037434,Q21100842,encodes_GeP
Q18056389,Q21110633,encodes_GeP
Q18040985,Q21122915,encodes_GeP
Q18045448,Q4826896,encodes_GeP
Q18042437,Q21100960,encodes_GeP
Q18031224,Q21174931,encodes_GeP
Q18031224,Q21149879,encodes_GeP
Q14907664,Q415443,encodes_GeP
Q18042152,Q21135907,encodes_GeP
Q18047541,Q21121492,encodes_GeP
Q18034671,Q21109025,encodes_GeP
Q18049124,Q21118549,encodes_GeP
Q15317174,Q4897230,encodes_GeP
Q18042033,Q160105,genetic-association_GgaD
Q18042033,Q21155601,encodes_GeP
Q18049376,Q21121031,encodes_GeP
Q17857124,Q21113033,encodes_GeP
Q18047155,Q21104974,encodes_GeP
Q18028447,Q21107904,encodes_GeP
Q18028447,Q21137606,encodes_GeP
Q6440930,Q21116645,encodes_GeP
Q6440930,Q21149262,encodes_GeP
Q18036466,Q21126104,encodes_GeP
Q18048533,Q21133589,encodes_GeP
Q18048533,Q21143635,encodes_GeP
Q18069169,Q21107278,encodes_GeP
Q18069169,Q21125940,encodes_GeP
Q18069169,Q21122932,encodes_GeP
Q18034578,Q21107561,encodes_GeP
Q18050179,Q21118125,encodes_GeP
Q18048457,Q21103093,encodes_GeP
Q18052429,Q21132748,encodes_GeP
Q18030552,Q21097177,encodes_GeP
Q18029942,Q21123036,encodes_GeP
Q18029942,Q21137125,encodes_GeP
Q18026602,Q21119020,encodes_GeP
Q18031759,Q21124822,encodes_GeP
Q18031759,Q21147878,encodes_GeP
Q18032745,Q185034,genetic-association_GgaD
Q18032745,Q21121726,encodes_GeP
Q18045965,Q21113549,encodes_GeP
Q18045965,Q21141591,encodes_GeP
Q18055804,Q21112455,encodes_GeP
Q18055804,Q21481586,encodes_GeP
Q18060769,Q27591231,encodes_GeP
Q18045276,Q21134022,encodes_GeP
Q18045926,Q21133118,encodes_GeP
Q18034566,Q21173591,encodes_GeP
Q14882517,Q2620886,encodes_GeP
Q20771003,Q27591917,encodes_GeP
Q18057503,Q21106665,encodes_GeP
Q18034719,Q21123796,encodes_GeP
Q18040083,Q21105600,encodes_GeP
Q18040083,Q21138230,encodes_GeP
Q18035116,Q21111535,encodes_GeP
Q18054114,Q21135964,encodes_GeP
Q14908148,Q206901,genetic-association_GgaD
Q14908148,Q5323837,encodes_GeP
Q18068736,Q27590752,encodes_GeP
Q14902794,Q10861922,encodes_GeP
Q18054257,Q21149545,encodes_GeP
Q18028243,Q1738190,encodes_GeP
Q2844056,Q4651471,physically-interacts-with_PpiwC
Q4847907,Q166476,physically-interacts-with_PpiwC
Q21108118,Q209241,physically-interacts-with_PpiwC
Q21108118,Q415997,physically-interacts-with_PpiwC
Q21108118,Q4644282,physically-interacts-with_PpiwC
Q21120422,Q419750,physically-interacts-with_PpiwC
Q21120422,Q4864593,physically-interacts-with_PpiwC
Q7834290,Q408883,physically-interacts-with_PpiwC
Q21116154,Q5009685,physically-interacts-with_PpiwC
Q21116154,Q7389140,physically-interacts-with_PpiwC
Q21174141,Q416554,physically-interacts-with_PpiwC
Q21174141,Q4864593,physically-interacts-with_PpiwC
Q6589868,Q6456089,physically-interacts-with_PpiwC
Q4734884,Q415997,physically-interacts-with_PpiwC
Q24293977,Q23303604,encodes_GeP
Q21120420,Q419750,physically-interacts-with_PpiwC
Q21120420,Q4864593,physically-interacts-with_PpiwC
Q288797,Q415997,physically-interacts-with_PpiwC
Q21115334,Q282902,physically-interacts-with_PpiwC
Q21115043,Q415997,physically-interacts-with_PpiwC
Q21115043,Q3276683,physically-interacts-with_PpiwC
Q21115043,Q6460422,physically-interacts-with_PpiwC
Q7050954,Q409672,physically-interacts-with_PpiwC
Q18053862,Q21110624,encodes_GeP
Q18036452,Q21141038,encodes_GeP
Q18058033,Q6871648,encodes_GeP
Q4847910,Q166476,physically-interacts-with_PpiwC
Q4847910,Q5132472,physically-interacts-with_PpiwC
Q411978,Q416554,physically-interacts-with_PpiwC
Q411978,Q10357327,physically-interacts-with_PpiwC
Q4734886,Q415997,physically-interacts-with_PpiwC
Q5123372,Q282902,physically-interacts-with_PpiwC
Q18036050,Q21147105,encodes_GeP
Q17860664,Q1168142,encodes_GeP
Q21109974,Q416554,physically-interacts-with_PpiwC
Q21115052,Q4644282,physically-interacts-with_PpiwC
Q21109359,Q415997,physically-interacts-with_PpiwC
Q21109359,Q4644282,physically-interacts-with_PpiwC
Q21116162,Q5009685,physically-interacts-with_PpiwC
Q1949517,Q4644282,physically-interacts-with_PpiwC
Q21119822,Q7389148,physically-interacts-with_PpiwC
Q6590338,Q6456089,physically-interacts-with_PpiwC
Q21122921,Q415997,physically-interacts-with_PpiwC
Q4847900,Q4651471,physically-interacts-with_PpiwC
Q21109971,Q416554,physically-interacts-with_PpiwC
Q18058580,Q21117357,encodes_GeP
Q8083989,Q282902,physically-interacts-with_PpiwC
Q21119824,Q7389148,physically-interacts-with_PpiwC
Q4734887,Q415997,physically-interacts-with_PpiwC
Q21111265,Q416554,physically-interacts-with_PpiwC
Q21113349,Q6456089,physically-interacts-with_PpiwC
Q21120423,Q4864593,physically-interacts-with_PpiwC
Q4639596,Q209241,physically-interacts-with_PpiwC
Q4639596,Q415997,physically-interacts-with_PpiwC
Q4639596,Q4644282,physically-interacts-with_PpiwC
Q14913316,Q2316973,encodes_GeP
Q21109355,Q415997,physically-interacts-with_PpiwC
Q21109355,Q4644282,physically-interacts-with_PpiwC
Q3459294,Q342108,physically-interacts-with_PpiwC
Q21122493,Q416554,physically-interacts-with_PpiwC
Q21122493,Q419750,physically-interacts-with_PpiwC
Q21122493,Q4864593,physically-interacts-with_PpiwC
Q905736,Q4864593,physically-interacts-with_PpiwC
Q21111833,Q416554,physically-interacts-with_PpiwC
Q2521094,Q415997,physically-interacts-with_PpiwC
Q3062781,Q7389140,physically-interacts-with_PpiwC
Q905729,Q416554,physically-interacts-with_PpiwC
Q905729,Q4864593,physically-interacts-with_PpiwC
Q12746120,Q166476,physically-interacts-with_PpiwC
Q12746120,Q4651471,physically-interacts-with_PpiwC
Q21116164,Q5009685,physically-interacts-with_PpiwC
Q21116164,Q7389140,physically-interacts-with_PpiwC
Q21115051,Q4644282,physically-interacts-with_PpiwC
Q21110867,Q415997,physically-interacts-with_PpiwC
Q21115046,Q415997,physically-interacts-with_PpiwC
Q21131500,Q415997,physically-interacts-with_PpiwC
Q11071075,Q170304,physically-interacts-with_PpiwC
Q11071075,Q179452,physically-interacts-with_PpiwC
Q18061456,Q21123282,encodes_GeP
Q417149,Q422232,physically-interacts-with_PpiwC
Q18046651,Q21122045,encodes_GeP
Q21108125,Q5103143,physically-interacts-with_PpiwC
Q21120424,Q419750,physically-interacts-with_PpiwC
Q21120424,Q4864593,physically-interacts-with_PpiwC
Q24291297,Q21143816,encodes_GeP
Q18554800,Q18553440,subclass-of_DsoD
Q3331460,Q5737853,subclass-of_DsoD
Q17074273,Q847583,subclass-of_DsoD
Q17074273,Q18553929,subclass-of_DsoD
Q5571239,Q605006,subclass-of_DsoD
Q18554229,Q1755487,subclass-of_DsoD
Q18554229,Q18554047,subclass-of_DsoD
Q27674822,Q757749,subclass-of_DsoD
Q178190,Q544006,subclass-of_DsoD
Q178190,Q1201835,subclass-of_DsoD
Q587420,Q907104,drug-used-for-treatment_DduftC
Q587420,Q1755122,subclass-of_DsoD
Q587420,Q18556352,subclass-of_DsoD
Q587420,Q18557307,subclass-of_DsoD
Q28024600,Q18553310,subclass-of_DsoD
Q18557743,Q18554074,subclass-of_DsoD
Q1286320,Q369148,subclass-of_DsoD
Q1286320,Q847605,subclass-of_DsoD
Q2090711,Q578994,subclass-of_DsoD
Q27674892,Q127724,subclass-of_DsoD
Q4677938,Q264118,subclass-of_DsoD
Q4677938,Q6901506,subclass-of_DsoD
Q14942021,Q411478,drug-used-for-treatment_DduftC
Q28024759,Q1690779,subclass-of_DsoD
Q7879712,Q179630,subclass-of_DsoD
Q448698,Q3392853,subclass-of_DsoD
Q27674835,Q1678281,subclass-of_DsoD
Q18554750,Q167178,subclass-of_DsoD
Q18967808,Q18555974,subclass-of_DsoD
Q12244913,Q3493588,subclass-of_DsoD
Q27677728,Q1364270,subclass-of_DsoD
Q18557999,Q183130,subclass-of_DsoD
Q27677645,Q3281253,subclass-of_DsoD
Q18556089,Q1786513,subclass-of_DsoD
Q18555115,Q191557,subclass-of_DsoD
Q18555115,Q644318,subclass-of_DsoD
Q18557794,Q549534,subclass-of_DsoD
Q18557794,Q18556586,subclass-of_DsoD
Q18557794,Q18555003,subclass-of_DsoD
Q27164481,Q3281254,subclass-of_DsoD
Q10529545,Q18554938,subclass-of_DsoD
Q10529545,Q18555048,subclass-of_DsoD
Q10863074,Q3540902,subclass-of_DsoD
Q5401840,Q10863074,genetic-association_GgaD
Q27677666,Q18553298,subclass-of_DsoD
Q223663,Q1928978,subclass-of_DsoD
Q28024711,Q18553309,subclass-of_DsoD
Q1399182,Q1137767,subclass-of_DsoD
Q2823332,Q3598794,subclass-of_DsoD
Q18968139,Q1077603,subclass-of_DsoD
Q18968139,Q18554882,subclass-of_DsoD
Q1704531,Q16681405,subclass-of_DsoD
Q9274700,Q18553247,subclass-of_DsoD
Q18553526,Q18556385,subclass-of_DsoD
Q18965552,Q899726,subclass-of_DsoD
Q18965552,Q2610084,subclass-of_DsoD
Q2000072,Q18553740,subclass-of_DsoD
Q2602467,Q18555385,subclass-of_DsoD
Q18554065,Q7900616,subclass-of_DsoD
Q7860879,Q5958765,subclass-of_DsoD
Q3508619,Q1126831,subclass-of_DsoD
Q18556496,Q611571,subclass-of_DsoD
Q18928094,Q464067,subclass-of_DsoD
Q1147596,Q18553766,subclass-of_DsoD
Q2039267,Q35869,subclass-of_DsoD
Q693872,Q18553510,subclass-of_DsoD
Q2517861,Q18556023,subclass-of_DsoD
Q18387306,Q127724,subclass-of_DsoD
Q695954,Q936549,subclass-of_DsoD
Q18555170,Q18968230,subclass-of_DsoD
Q18556616,Q18554919,subclass-of_DsoD
Q18557579,Q18554997,subclass-of_DsoD
Q4116663,Q18557436,subclass-of_DsoD
Q18553444,Q182413,subclass-of_DsoD
Q18556498,Q18553660,subclass-of_DsoD
Q18557591,Q18556683,subclass-of_DsoD
Q28024669,Q18553309,subclass-of_DsoD
Q425811,Q550455,subclass-of_DsoD
Q18555298,Q1505689,subclass-of_DsoD
Q18556526,Q356033,subclass-of_DsoD
Q18556526,Q18556527,subclass-of_DsoD
Q18557473,Q18556135,subclass-of_DsoD
Q5376410,Q205764,subclass-of_DsoD
Q27677691,Q127724,subclass-of_DsoD
Q905619,Q949302,subclass-of_DsoD
Q27677629,Q268667,subclass-of_DsoD
Q18557379,Q18557397,subclass-of_DsoD
Q18553512,Q18553761,subclass-of_DsoD
Q49970,Q18553699,subclass-of_DsoD
Q18557618,Q3542031,subclass-of_DsoD
Q6710283,Q3540902,subclass-of_DsoD
Q18557748,Q18557705,subclass-of_DsoD
Q18557748,Q18556321,subclass-of_DsoD
Q18557185,Q18557129,subclass-of_DsoD
Q18557185,Q18556871,subclass-of_DsoD
Q18557552,Q11606722,subclass-of_DsoD
Q4677915,Q3392853,subclass-of_DsoD
Q18554037,Q1066061,subclass-of_DsoD
Q18554037,Q3055380,subclass-of_DsoD
Q18555262,Q128581,subclass-of_DsoD
Q18555262,Q18553679,subclass-of_DsoD
Q18555262,Q18553643,subclass-of_DsoD
Q18555262,Q18555149,subclass-of_DsoD
Q18557777,Q18556670,subclass-of_DsoD
Q2726043,Q18553213,subclass-of_DsoD
Q1076481,Q18554965,subclass-of_DsoD
Q18556752,Q18556753,subclass-of_DsoD
Q18554059,Q18556010,subclass-of_DsoD
Q28024718,Q18553309,subclass-of_DsoD
Q1423167,Q18557992,subclass-of_DsoD
Q18556265,Q18556266,subclass-of_DsoD
Q3705876,Q18553212,subclass-of_DsoD
Q1544408,Q929737,subclass-of_DsoD
Q18557673,Q4057495,subclass-of_DsoD
Q18558105,Q18557550,subclass-of_DsoD
Q26492820,Q935710,subclass-of_DsoD
Q246040,Q3392853,subclass-of_DsoD
Q19001174,Q1928978,subclass-of_DsoD
Q1750104,Q809561,subclass-of_DsoD
Q18558176,Q2912193,subclass-of_DsoD
Q18558176,Q4667534,subclass-of_DsoD
Q18558176,Q18553363,subclass-of_DsoD
Q18556905,Q18556427,subclass-of_DsoD
Q3278042,Q1547640,subclass-of_DsoD
Q18558099,Q2030989,subclass-of_DsoD
Q18558099,Q1418735,subclass-of_DsoD
Q18557859,Q484797,subclass-of_DsoD
Q18557859,Q3179593,subclass-of_DsoD
Q18557683,Q18556709,subclass-of_DsoD
Q2357409,Q18555142,subclass-of_DsoD
Q2357409,Q18556678,subclass-of_DsoD
Q7312492,Q18555068,subclass-of_DsoD
Q18556594,Q18975957,subclass-of_DsoD
Q8285,Q7002430,subclass-of_DsoD
Q8285,Q18553610,subclass-of_DsoD
Q8285,Q18556300,subclass-of_DsoD
Q18554288,Q977787,subclass-of_DsoD
Q27674912,Q127724,subclass-of_DsoD
Q18554715,Q153861,subclass-of_DsoD
Q18554715,Q2300099,subclass-of_DsoD
Q768888,Q18554617,subclass-of_DsoD
Q28024735,Q1690779,subclass-of_DsoD
Q18553768,Q5160454,subclass-of_DsoD
Q18554868,Q18554460,subclass-of_DsoD
Q18557419,Q18555404,subclass-of_DsoD
Q3508598,Q1141499,subclass-of_DsoD
Q3508598,Q18553785,subclass-of_DsoD
Q18556194,Q18556865,subclass-of_DsoD
Q794072,Q1963588,subclass-of_DsoD
Q28024628,Q18553310,subclass-of_DsoD
Q18555070,Q18555950,subclass-of_DsoD
Q5325633,Q18553219,subclass-of_DsoD
Q2447562,Q353172,subclass-of_DsoD
Q738170,Q33525,subclass-of_DsoD
Q881855,Q18975720,subclass-of_DsoD
Q18553910,Q18558122,subclass-of_DsoD
Q799615,Q18553741,subclass-of_DsoD
Q28024762,Q1690779,subclass-of_DsoD
Q16918477,Q18553400,subclass-of_DsoD
Q15051322,Q1758393,subclass-of_DsoD
Q340594,Q3251367,subclass-of_DsoD
Q18555954,Q825923,subclass-of_DsoD
Q18555954,Q18555956,subclass-of_DsoD
Q27674885,Q127724,subclass-of_DsoD
Q809122,Q179630,subclass-of_DsoD
Q18557190,Q1047559,subclass-of_DsoD
Q538432,Q1779300,subclass-of_DsoD
Q18553703,Q18553415,subclass-of_DsoD
Q182005,Q18553439,subclass-of_DsoD
Q2411095,Q2072063,subclass-of_DsoD
Q18553452,Q2074059,subclass-of_DsoD
Q18553452,Q4826996,subclass-of_DsoD
Q177190,Q12135,subclass-of_DsoD
Q5375191,Q18555006,subclass-of_DsoD
Q18556225,Q18554205,subclass-of_DsoD
Q18557143,Q18557142,subclass-of_DsoD
Q18553776,Q18555128,subclass-of_DsoD
Q161801,Q179630,subclass-of_DsoD
Q495146,Q578994,subclass-of_DsoD
Q3542008,Q6153637,subclass-of_DsoD
Q6534506,Q18553734,subclass-of_DsoD
Q18554231,Q1418735,subclass-of_DsoD
Q18554231,Q18556437,subclass-of_DsoD
Q129104,Q949302,subclass-of_DsoD
Q129104,Q18553247,subclass-of_DsoD
Q21124573,Q4826996,subclass-of_DsoD
Q153861,Q18553247,subclass-of_DsoD
Q27674886,Q127724,subclass-of_DsoD
Q10874,Q550455,subclass-of_DsoD
Q18555183,Q1421738,subclass-of_DsoD
Q26492824,Q935710,subclass-of_DsoD
Q18556698,Q223911,subclass-of_DsoD
Q18556698,Q18555025,subclass-of_DsoD
Q1164529,Q356033,subclass-of_DsoD
Q1164529,Q18556333,subclass-of_DsoD
Q1691351,Q949302,subclass-of_DsoD
Q18554030,Q18558209,subclass-of_DsoD
Q18554030,Q22965491,subclass-of_DsoD
Q18554326,Q18556249,subclass-of_DsoD
Q18557665,Q18556110,subclass-of_DsoD
Q21154075,Q16918398,subclass-of_DsoD
Q5581320,Q882077,subclass-of_DsoD
Q5581320,Q18553360,subclass-of_DsoD
Q5581320,Q18553645,subclass-of_DsoD
Q5581320,Q18554942,subclass-of_DsoD
Q14375936,Q18554734,subclass-of_DsoD
Q14375936,Q18556224,subclass-of_DsoD
Q369157,Q18556002,subclass-of_DsoD
Q6931140,Q5201177,subclass-of_DsoD
Q6946984,Q18553247,subclass-of_DsoD
Q18557468,Q19000574,subclass-of_DsoD
Q18554979,Q18554980,subclass-of_DsoD
Q18556323,Q18556204,subclass-of_DsoD
Q18556323,Q3542031,subclass-of_DsoD
Q18556323,Q18557617,subclass-of_DsoD
Q18557718,Q18556554,subclass-of_DsoD
Q604075,Q18553439,subclass-of_DsoD
Q18553607,Q8084905,subclass-of_DsoD
Q17152566,Q2300099,subclass-of_DsoD
Q17152566,Q2508462,subclass-of_DsoD
Q18558000,Q18555110,subclass-of_DsoD
Q16992883,Q133780,subclass-of_DsoD
Q18553781,Q1755122,subclass-of_DsoD
Q18553781,Q18556729,subclass-of_DsoD
Q2868786,Q4826996,subclass-of_DsoD
Q2868786,Q21082498,subclass-of_DsoD
Q18558100,Q7578540,subclass-of_DsoD
Q18558100,Q18553331,subclass-of_DsoD
Q119660,Q920766,subclass-of_DsoD
Q18556308,Q783903,subclass-of_DsoD
Q18553544,Q1076078,subclass-of_DsoD
Q18553544,Q18553654,subclass-of_DsoD
Q441094,Q1474877,subclass-of_DsoD
Q2580627,Q42844,subclass-of_DsoD
Q1622407,Q1446169,subclass-of_DsoD
Q18553317,Q4596888,subclass-of_DsoD
Q18557557,Q18556141,subclass-of_DsoD
Q18557557,Q18557550,subclass-of_DsoD
Q101896,Q18553247,subclass-of_DsoD
Q101896,Q26695958,subclass-of_DsoD
Q6543200,Q1150378,subclass-of_DsoD
Q6543200,Q28026070,subclass-of_DsoD
Q16257070,Q4138746,subclass-of_DsoD
Q3508786,Q3508783,subclass-of_DsoD
Q18553844,Q1647794,subclass-of_DsoD
Q549534,Q223911,subclass-of_DsoD
Q549534,Q18554919,subclass-of_DsoD
Q18556052,Q18553699,subclass-of_DsoD
Q812671,Q809561,subclass-of_DsoD
Q18554808,Q431643,subclass-of_DsoD
Q18554808,Q18553439,subclass-of_DsoD
Q27677818,Q847057,subclass-of_DsoD
Q7144437,Q708176,subclass-of_DsoD
Q4979092,Q18558086,subclass-of_DsoD
Q18554429,Q12202,subclass-of_DsoD
Q18558194,Q18558195,subclass-of_DsoD
Q18553862,Q18554096,subclass-of_DsoD
Q627625,Q18553244,subclass-of_DsoD
Q18554904,Q18553675,subclass-of_DsoD
Q26695320,Q1506216,subclass-of_DsoD
Q18553651,Q18553673,subclass-of_DsoD
Q18553368,Q3041498,subclass-of_DsoD
Q18553953,Q1928978,subclass-of_DsoD
Q18553953,Q3053951,subclass-of_DsoD
Q18557131,Q369157,subclass-of_DsoD
